"code","loan_id","account_id","loan_amount","loan_duration","loan_payments","status","account_district_id","account_frequency","disp_id","client_id","has_disponent","client_district_id","gender","last_balance","monthly_diff","age_on_loan_request","age_on_loan_request_disc","region","no. of municipalities with inhabitants < 499","no. of municipalities with inhabitants 500-1999","no. of municipalities with inhabitants > 2000","no. of cities ","ratio of urban inhabitants","average salary","ratio enterpreneurs","unemploymant rate growth","crime rate growth"
55.0,6064.0,5215.0,14628.0,12.0,1219.0,1.0,55.0,"monthly issuance",6301.0,6301.0,"False",55.0,"Female",34917.4,6788.0,45.0,"40-49","south Moravia",49.0,70.0,18.0,9.0,0.33899999999999997,8743.0,0.111,0.5500000000000003,0.001496414971790986
1.0,6919.0,9403.0,120888.0,36.0,3358.0,1.0,1.0,"weekly issuance",11266.0,11574.0,"False",1.0,"Female",52014.4,5336.0,50.0,"50-59","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
10.0,6841.0,9104.0,172080.0,48.0,3585.0,1.0,10.0,"monthly issuance",10900.0,11208.0,"False",10.0,"Female",58209.4,8315.0,37.0,"30-39","central Bohemia",55.0,29.0,7.0,5.0,0.467,10124.0,0.141,-0.020000000000000018,0.005494982841753182
1.0,6038.0,5120.0,323472.0,48.0,6739.0,1.0,1.0,"monthly issuance",6178.0,6178.0,"False",1.0,"Female",72386.4,6015.0,54.0,"50-59","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
23.0,6729.0,8519.0,74688.0,12.0,6224.0,1.0,23.0,"monthly issuance",10202.0,10510.0,"True",23.0,"Female",28933.3,-27064.0,50.0,"50-59","west Bohemia",21.0,11.0,7.0,9.0,0.855,8624.0,0.102,0.8700000000000001,0.003649092302588682
72.0,7198.0,10788.0,45768.0,12.0,3814.0,1.0,67.0,"weekly issuance",12952.0,13260.0,"False",72.0,"Female",54427.5,6047.0,17.0,"0-19","north Moravia",32.0,50.0,11.0,4.0,0.626,8994.0,0.11,0.9900000000000002,-0.0020519896339144354
31.0,6686.0,8260.0,224604.0,36.0,6239.0,1.0,31.0,"monthly issuance",9890.0,10198.0,"True",31.0,"Male",40287.4,-38368.0,18.0,"0-19","west Bohemia",34.0,12.0,4.0,4.0,0.5920000000000001,8930.0,0.108,0.6800000000000002,0.0024165416171340595
66.0,5836.0,4259.0,79632.0,24.0,3318.0,1.0,66.0,"monthly issuance",5133.0,5133.0,"False",66.0,"Female",99262.5,-28668.0,35.0,"30-39","south Moravia",151.0,41.0,5.0,5.0,0.483,8512.0,0.102,0.6100000000000003,-0.0011443829868395957
55.0,7061.0,10105.0,121896.0,24.0,5079.0,1.0,55.0,"monthly issuance",12124.0,12432.0,"False",55.0,"Male",41917.2,2619.0,29.0,"21-29","south Moravia",49.0,70.0,18.0,9.0,0.33899999999999997,8743.0,0.111,0.5500000000000003,0.001496414971790986
49.0,5595.0,3050.0,82896.0,12.0,6908.0,1.0,60.0,"monthly issuance",3687.0,3687.0,"True",49.0,"Male",64300.6,-32945.0,23.0,"21-29","east Bohemia",31.0,28.0,6.0,9.0,0.608,8208.0,0.155,0.3699999999999999,0.006117460527185043
38.0,5723.0,3674.0,23628.0,12.0,1969.0,1.0,38.0,"monthly issuance",4428.0,4428.0,"False",38.0,"Male",64096.3,9896.0,41.0,"40-49","north Bohemia",41.0,23.0,6.0,4.0,0.598,8965.0,0.104,1.1500000000000004,0.001968503937007874
1.0,6120.0,5481.0,209184.0,48.0,4358.0,1.0,52.0,"monthly issuance",6616.0,6616.0,"False",1.0,"Male",44254.7,-35828.0,41.0,"40-49","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
70.0,6895.0,9307.0,41904.0,12.0,3492.0,1.0,68.0,"monthly issuance",11153.0,11461.0,"False",70.0,"Male",39204.7,7501.0,20.0,"21-29","north Moravia",0.0,2.0,13.0,7.0,0.899,10177.0,0.081,1.12,8.059231850084271E-4
1.0,5882.0,4427.0,87816.0,12.0,7318.0,1.0,32.0,"monthly issuance",5337.0,5337.0,"True",1.0,"Male",15665.6,4420.0,33.0,"30-39","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
54.0,5754.0,3834.0,23052.0,12.0,1921.0,1.0,54.0,"monthly issuance",4620.0,4620.0,"True",54.0,"Female",28531.7,6644.0,54.0,"50-59","south Moravia",0.0,0.0,1.0,1.0,1.0,9897.0,0.14,0.3599999999999999,-6.450447661067678E-5
60.0,6594.0,7824.0,189696.0,24.0,7904.0,-1.0,60.0,"monthly issuance",9367.0,9675.0,"False",60.0,"Female",22500.0,5625.0,25.0,"21-29","south Moravia",49.0,41.0,5.0,4.0,0.519,8441.0,0.115,1.0300000000000002,0.0033712028777238504
74.0,6738.0,8566.0,230220.0,36.0,6395.0,-1.0,74.0,"monthly issuance",10258.0,10566.0,"False",74.0,"Female",6325.5,9114.0,52.0,"50-59","north Moravia",0.0,0.0,1.0,1.0,1.0,10673.0,0.1,0.6900000000000004,-0.0013431315033809862
55.0,6624.0,7965.0,71460.0,12.0,5955.0,1.0,55.0,"monthly issuance",9536.0,9844.0,"True",55.0,"Male",53022.0,9617.0,49.0,"40-49","south Moravia",49.0,70.0,18.0,9.0,0.33899999999999997,8743.0,0.111,0.5500000000000003,0.001496414971790986
50.0,6216.0,5952.0,141240.0,24.0,5885.0,1.0,50.0,"monthly issuance",7195.0,7195.0,"False",50.0,"Male",45871.6,-28136.0,32.0,"30-39","east Bohemia",75.0,33.0,5.0,6.0,0.52,8187.0,0.094,0.6200000000000001,1.0720307185529534E-4
1.0,6229.0,6040.0,11736.0,24.0,489.0,1.0,1.0,"monthly issuance",7299.0,7299.0,"False",1.0,"Male",26984.4,7904.0,56.0,"50-59","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
60.0,5887.0,4448.0,192744.0,36.0,5354.0,1.0,60.0,"monthly issuance",5366.0,5366.0,"True",60.0,"Female",29019.1,1813.0,23.0,"21-29","south Moravia",49.0,41.0,5.0,4.0,0.519,8441.0,0.115,1.0300000000000002,0.0033712028777238504
64.0,6808.0,8982.0,227880.0,36.0,6330.0,1.0,64.0,"monthly issuance",10755.0,11063.0,"True",64.0,"Female",53716.6,4132.0,39.0,"30-39","south Moravia",29.0,41.0,12.0,10.0,0.747,9624.0,0.145,0.71,-0.0011111167484360652
12.0,6297.0,6363.0,17508.0,12.0,1459.0,1.0,74.0,"monthly issuance",7683.0,7683.0,"False",12.0,"Male",48027.0,3201.0,49.0,"40-49","central Bohemia",84.0,29.0,7.0,6.0,0.58,8754.0,0.137,0.47999999999999954,5.933067581347919E-4
65.0,5161.0,1012.0,98184.0,24.0,4091.0,1.0,65.0,"monthly issuance",1216.0,1216.0,"False",65.0,"Female",68956.1,-7305.0,49.0,"40-49","south Moravia",101.0,41.0,5.0,4.0,0.43700000000000006,8403.0,0.105,-0.020000000000000462,0.0049124343257443085
16.0,5390.0,2167.0,170256.0,24.0,7094.0,1.0,16.0,"monthly issuance",2623.0,2623.0,"False",16.0,"Female",43302.8,6834.0,29.0,"21-29","south Bohemia",74.0,21.0,11.0,8.0,0.569,8427.0,0.107,0.41999999999999993,4.1519839030777913E-4
57.0,6150.0,5622.0,83016.0,12.0,6918.0,1.0,70.0,"monthly issuance",6789.0,6789.0,"False",57.0,"Male",93620.2,9124.0,16.0,"0-19","south Moravia",21.0,37.0,23.0,8.0,0.48,8720.0,0.116,0.77,-4.8161823727725157E-4
57.0,6223.0,5991.0,61056.0,48.0,1272.0,1.0,1.0,"monthly issuance",7241.0,7241.0,"False",57.0,"Female",33525.3,5900.0,37.0,"30-39","south Moravia",21.0,37.0,23.0,8.0,0.48,8720.0,0.116,0.77,-4.8161823727725157E-4
56.0,5032.0,290.0,123696.0,48.0,2577.0,1.0,56.0,"monthly issuance",352.0,352.0,"False",56.0,"Male",25187.2,5522.0,54.0,"50-59","south Moravia",11.0,42.0,15.0,8.0,0.46,8772.0,0.126,0.29000000000000004,0.002439709481963003
74.0,6253.0,6148.0,59760.0,24.0,2490.0,1.0,74.0,"monthly issuance",7422.0,7422.0,"True",74.0,"Male",41133.1,7306.0,36.0,"30-39","north Moravia",0.0,0.0,1.0,1.0,1.0,10673.0,0.1,0.6900000000000004,-0.0013431315033809862
55.0,6460.0,7133.0,48672.0,36.0,1352.0,1.0,1.0,"monthly issuance",8610.0,8610.0,"True",55.0,"Female",23110.0,3513.0,47.0,"40-49","south Moravia",49.0,70.0,18.0,9.0,0.33899999999999997,8743.0,0.111,0.5500000000000003,0.001496414971790986
74.0,6645.0,8041.0,140400.0,36.0,3900.0,1.0,1.0,"monthly issuance",9625.0,9933.0,"False",74.0,"Male",28271.8,2174.0,53.0,"50-59","north Moravia",0.0,0.0,1.0,1.0,1.0,10673.0,0.1,0.6900000000000004,-0.0013431315033809862
20.0,5176.0,1106.0,192552.0,24.0,8023.0,-1.0,20.0,"weekly issuance",1327.0,1327.0,"False",20.0,"Female",22225.5,1481.0,31.0,"30-39","south Bohemia",94.0,14.0,4.0,4.0,0.584,8547.0,0.12,0.9900000000000002,-2.9725674489709255E-4
31.0,5269.0,1527.0,164052.0,36.0,4557.0,-1.0,31.0,"issuance after transaction",1851.0,1851.0,"False",31.0,"Female",20811.2,1734.0,19.0,"0-19","west Bohemia",34.0,12.0,4.0,4.0,0.5920000000000001,8930.0,0.108,0.6800000000000002,0.0024165416171340595
1.0,5351.0,1978.0,205200.0,36.0,5700.0,1.0,57.0,"weekly issuance",2403.0,2403.0,"False",1.0,"Female",54586.0,-21594.0,32.0,"30-39","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
29.0,5861.0,4337.0,51408.0,24.0,2142.0,1.0,29.0,"monthly issuance",5224.0,5224.0,"False",29.0,"Male",49198.8,3784.0,45.0,"40-49","west Bohemia",52.0,10.0,6.0,6.0,0.556,8843.0,0.113,0.7800000000000002,0.0015312595703723148
52.0,5450.0,2345.0,199680.0,60.0,3328.0,1.0,5.0,"monthly issuance",2834.0,2834.0,"False",52.0,"Male",19938.6,-16223.0,46.0,"40-49","east Bohemia",59.0,41.0,11.0,10.0,0.619,8363.0,0.108,0.9700000000000002,0.0016905015394354445
1.0,7142.0,10451.0,482940.0,60.0,8049.0,-1.0,1.0,"monthly issuance",12551.0,12859.0,"False",1.0,"Female",18439.4,6792.0,19.0,"0-19","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
70.0,6306.0,6425.0,36684.0,12.0,3057.0,1.0,31.0,"monthly issuance",7753.0,7753.0,"False",70.0,"Female",35093.0,1671.0,16.0,"0-19","north Moravia",0.0,2.0,13.0,7.0,0.899,10177.0,0.081,1.12,8.059231850084271E-4
74.0,6272.0,6226.0,398640.0,60.0,6644.0,1.0,74.0,"weekly issuance",7521.0,7521.0,"False",74.0,"Female",59316.9,-39890.0,35.0,"30-39","north Moravia",0.0,0.0,1.0,1.0,1.0,10673.0,0.1,0.6900000000000004,-0.0013431315033809862
54.0,5044.0,344.0,100980.0,60.0,1683.0,1.0,54.0,"monthly issuance",421.0,421.0,"False",54.0,"Male",48637.7,6906.0,29.0,"21-29","south Moravia",0.0,0.0,1.0,1.0,1.0,9897.0,0.14,0.3599999999999999,-6.450447661067678E-5
1.0,5576.0,2962.0,31248.0,12.0,2604.0,1.0,1.0,"monthly issuance",3576.0,3576.0,"False",1.0,"Female",53922.3,2838.0,56.0,"50-59","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
31.0,7192.0,10738.0,115992.0,36.0,3222.0,1.0,45.0,"weekly issuance",12893.0,13201.0,"False",31.0,"Male",9669.5,7065.0,58.0,"50-59","west Bohemia",34.0,12.0,4.0,4.0,0.5920000000000001,8930.0,0.108,0.6800000000000002,0.0024165416171340595
1.0,5739.0,3747.0,76380.0,12.0,6365.0,1.0,1.0,"monthly issuance",4520.0,4520.0,"False",1.0,"Female",23156.6,5113.0,38.0,"30-39","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
63.0,6526.0,7523.0,288468.0,36.0,8013.0,1.0,63.0,"monthly issuance",9008.0,9316.0,"False",63.0,"Female",48665.3,9768.0,36.0,"30-39","south Moravia",38.0,36.0,6.0,5.0,0.505,8288.0,0.11,0.7299999999999995,-0.0011790135586559245
59.0,5624.0,3166.0,177744.0,48.0,3703.0,-1.0,71.0,"monthly issuance",3829.0,3829.0,"False",59.0,"Male",14230.7,837.0,23.0,"21-29","south Moravia",41.0,29.0,9.0,6.0,0.621,8444.0,0.106,0.22999999999999998,-0.0026637029144583957
1.0,6244.0,6118.0,270648.0,36.0,7518.0,-1.0,1.0,"weekly issuance",7390.0,7390.0,"False",1.0,"Male",50996.5,5099.0,57.0,"50-59","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
40.0,5131.0,816.0,48624.0,24.0,2026.0,1.0,52.0,"monthly issuance",980.0,980.0,"False",40.0,"Male",47993.6,5675.0,33.0,"30-39","north Bohemia",9.0,16.0,9.0,8.0,0.853,9317.0,0.097,0.5800000000000001,-6.010084453394527E-4
1.0,6960.0,9640.0,76416.0,24.0,3184.0,1.0,1.0,"monthly issuance",11558.0,11866.0,"True",1.0,"Male",12262.9,-8271.0,57.0,"50-59","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
72.0,6358.0,6715.0,137880.0,60.0,2298.0,-1.0,48.0,"weekly issuance",8105.0,8105.0,"False",72.0,"Male",19966.8,-13833.0,32.0,"30-39","north Moravia",32.0,50.0,11.0,4.0,0.626,8994.0,0.11,0.9900000000000002,-0.0020519896339144354
29.0,5418.0,2245.0,347952.0,48.0,7249.0,1.0,29.0,"monthly issuance",2719.0,2719.0,"False",29.0,"Female",57546.3,2615.0,30.0,"30-39","west Bohemia",52.0,10.0,6.0,6.0,0.556,8843.0,0.113,0.7800000000000002,0.0015312595703723148
35.0,6598.0,7857.0,68112.0,12.0,5676.0,1.0,75.0,"monthly issuance",9407.0,9715.0,"False",35.0,"Female",39416.1,-32286.0,17.0,"0-19","north Bohemia",10.0,18.0,6.0,7.0,0.805,8867.0,0.13,0.18999999999999995,0.0026586157173756307
43.0,5464.0,2419.0,95808.0,12.0,7984.0,1.0,24.0,"monthly issuance",2922.0,2922.0,"False",43.0,"Male",72500.4,4833.0,54.0,"50-59","east Bohemia",73.0,21.0,7.0,6.0,0.763,9425.0,0.125,0.78,-0.0011986110939488676
38.0,6591.0,7819.0,20832.0,48.0,434.0,1.0,38.0,"monthly issuance",9362.0,9670.0,"False",38.0,"Male",17887.1,4842.0,47.0,"40-49","north Bohemia",41.0,23.0,6.0,4.0,0.598,8965.0,0.104,1.1500000000000004,0.001968503937007874
1.0,5724.0,3678.0,316140.0,60.0,5269.0,-1.0,1.0,"monthly issuance",4433.0,4433.0,"False",1.0,"Male",12826.4,557.0,27.0,"21-29","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
61.0,6315.0,6472.0,43164.0,12.0,3597.0,1.0,61.0,"monthly issuance",7814.0,7814.0,"False",61.0,"Female",31349.9,-39044.0,19.0,"0-19","south Moravia",139.0,28.0,6.0,6.0,0.5379999999999999,8814.0,0.107,0.9800000000000004,-4.4954494177120704E-4
74.0,5876.0,4413.0,221280.0,48.0,4610.0,1.0,74.0,"weekly issuance",5318.0,5318.0,"True",74.0,"Male",31314.7,-26842.0,27.0,"21-29","north Moravia",0.0,0.0,1.0,1.0,1.0,10673.0,0.1,0.6900000000000004,-0.0013431315033809862
74.0,6986.0,9750.0,151728.0,48.0,3161.0,-1.0,74.0,"monthly issuance",11695.0,12003.0,"False",74.0,"Male",26488.7,2943.0,19.0,"0-19","north Moravia",0.0,0.0,1.0,1.0,1.0,10673.0,0.1,0.6900000000000004,-0.0013431315033809862
26.0,6294.0,6353.0,79920.0,60.0,1332.0,1.0,26.0,"monthly issuance",7672.0,7672.0,"False",26.0,"Male",31271.6,6464.0,42.0,"40-49","west Bohemia",0.0,0.0,1.0,1.0,1.0,10787.0,0.131,0.44999999999999973,0.0012907086577216645
5.0,5132.0,817.0,538500.0,60.0,8975.0,1.0,5.0,"monthly issuance",981.0,981.0,"False",5.0,"Male",23271.0,5046.0,35.0,"30-39","central Bohemia",65.0,30.0,5.0,6.0,0.514,9307.0,0.118,0.5799999999999996,0.004434404283801874
17.0,5877.0,4414.0,97224.0,24.0,4051.0,1.0,24.0,"monthly issuance",5320.0,5320.0,"True",17.0,"Female",19479.6,6300.0,44.0,"40-49","south Bohemia",99.0,15.0,6.0,7.0,0.614,8114.0,0.119,0.2400000000000002,0.0024033917528557157
47.0,6227.0,6030.0,28248.0,24.0,1177.0,1.0,47.0,"monthly issuance",7286.0,7286.0,"False",47.0,"Female",33729.1,1775.0,25.0,"21-29","east Bohemia",83.0,26.0,6.0,6.0,0.728,9538.0,0.111,0.30000000000000004,-0.004114897281338418
1.0,7241.0,11021.0,168984.0,24.0,7041.0,-1.0,1.0,"monthly issuance",13240.0,13548.0,"False",1.0,"Male",24304.3,1279.0,19.0,"0-19","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
68.0,6737.0,8564.0,76680.0,24.0,3195.0,1.0,68.0,"monthly issuance",10255.0,10563.0,"True",68.0,"Male",27191.2,-28785.0,46.0,"40-49","north Moravia",15.0,40.0,20.0,6.0,0.5720000000000001,9893.0,0.096,0.6299999999999999,0.00115360413899182
2.0,7004.0,9869.0,331560.0,60.0,5526.0,1.0,12.0,"monthly issuance",11836.0,12144.0,"True",2.0,"Male",47992.1,8704.0,14.0,"0-19","central Bohemia",80.0,26.0,8.0,5.0,0.467,8507.0,0.132,0.18000000000000016,0.005794068673777058
42.0,6169.0,5700.0,103680.0,60.0,1728.0,-1.0,42.0,"monthly issuance",6895.0,6895.0,"False",42.0,"Male",30227.6,1511.0,24.0,"21-29","east Bohemia",87.0,25.0,7.0,7.0,0.591,8388.0,0.087,0.5299999999999998,1.0426767597777013E-4
65.0,5208.0,1247.0,99696.0,48.0,2077.0,-1.0,25.0,"monthly issuance",1505.0,1505.0,"False",65.0,"Female",32966.8,1569.0,24.0,"21-29","south Moravia",101.0,41.0,5.0,4.0,0.43700000000000006,8403.0,0.105,-0.020000000000000462,0.0049124343257443085
70.0,6694.0,8316.0,134784.0,24.0,5616.0,1.0,70.0,"monthly issuance",9961.0,10269.0,"False",70.0,"Female",16218.7,1621.0,55.0,"50-59","north Moravia",0.0,2.0,13.0,7.0,0.899,10177.0,0.081,1.12,8.059231850084271E-4
1.0,5599.0,3064.0,15420.0,12.0,1285.0,1.0,40.0,"monthly issuance",3705.0,3705.0,"False",1.0,"Female",31867.2,6215.0,30.0,"30-39","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
1.0,6546.0,7607.0,31728.0,24.0,1322.0,1.0,1.0,"monthly issuance",9110.0,9418.0,"True",1.0,"Male",32802.7,6162.0,45.0,"40-49","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
34.0,5414.0,2228.0,185952.0,48.0,3874.0,1.0,34.0,"monthly issuance",2700.0,2700.0,"False",34.0,"Male",82385.2,6693.0,50.0,"50-59","north Bohemia",28.0,11.0,5.0,5.0,0.877,9675.0,0.1,1.25,-0.0010619949535277395
28.0,5453.0,2361.0,156672.0,36.0,4352.0,1.0,28.0,"monthly issuance",2853.0,2853.0,"False",28.0,"Female",23286.1,4298.0,39.0,"30-39","west Bohemia",66.0,26.0,10.0,8.0,0.369,8594.0,0.112,0.3899999999999997,-7.581919190526737E-4
1.0,5740.0,3752.0,18564.0,12.0,1547.0,1.0,1.0,"monthly issuance",4527.0,4527.0,"False",1.0,"Female",43265.7,8653.0,32.0,"30-39","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
52.0,5804.0,4079.0,158976.0,48.0,3312.0,1.0,52.0,"monthly issuance",4916.0,4916.0,"False",52.0,"Male",18894.0,5679.0,56.0,"50-59","east Bohemia",59.0,41.0,11.0,10.0,0.619,8363.0,0.108,0.9700000000000002,0.0016905015394354445
64.0,6745.0,8625.0,47304.0,24.0,1971.0,1.0,64.0,"monthly issuance",10328.0,10636.0,"False",64.0,"Male",62458.3,10386.0,24.0,"21-29","south Moravia",29.0,41.0,12.0,10.0,0.747,9624.0,0.145,0.71,-0.0011111167484360652
74.0,6950.0,9591.0,104712.0,24.0,4363.0,1.0,74.0,"monthly issuance",11496.0,11804.0,"False",74.0,"Male",25947.2,4913.0,50.0,"50-59","north Moravia",0.0,0.0,1.0,1.0,1.0,10673.0,0.1,0.6900000000000004,-0.0013431315033809862
47.0,6996.0,9828.0,126600.0,24.0,5275.0,1.0,11.0,"monthly issuance",11787.0,12095.0,"False",47.0,"Male",48720.6,-32281.0,56.0,"50-59","east Bohemia",83.0,26.0,6.0,6.0,0.728,9538.0,0.111,0.30000000000000004,-0.004114897281338418
68.0,5352.0,1993.0,68400.0,12.0,5700.0,-1.0,68.0,"monthly issuance",2422.0,2422.0,"False",68.0,"Female",23946.1,4789.0,19.0,"0-19","north Moravia",15.0,40.0,20.0,6.0,0.5720000000000001,9893.0,0.096,0.6299999999999999,0.00115360413899182
61.0,6151.0,5628.0,225420.0,60.0,3757.0,1.0,61.0,"monthly issuance",6798.0,6798.0,"False",61.0,"Female",32403.4,3240.0,47.0,"40-49","south Moravia",139.0,28.0,6.0,6.0,0.5379999999999999,8814.0,0.107,0.9800000000000004,-4.4954494177120704E-4
28.0,5310.0,1762.0,248148.0,36.0,6893.0,1.0,28.0,"monthly issuance",2136.0,2136.0,"False",28.0,"Female",41108.6,6415.0,55.0,"50-59","west Bohemia",66.0,26.0,10.0,8.0,0.369,8594.0,0.112,0.3899999999999997,-7.581919190526737E-4
1.0,5045.0,347.0,187224.0,24.0,7801.0,-1.0,65.0,"monthly issuance",424.0,424.0,"False",1.0,"Male",50832.1,2990.0,48.0,"40-49","Prague",0.0,0.0,1.0,1.0,1.0,12541.0,0.167,0.14,0.01114566294286997
76.0,6929.0,9472.0,36396.0,12.0,3033.0,1.0,1.0,"weekly issuance",11354.0,11662.0,"False",76.0,"Male",45480.6,6488.0,23.0,"21-29","north Moravia",31.0,32.0,15.0,7.0,0.512,8369.0,0.107,1.1499999999999995,-0.007293768499399383
4.0,5151.0,960.0,189060.0,60.0,3151.0,1.0,4.0,"issuance after transaction",1157.0,1157.0,"False",4.0,"Female",68945.6,-30473.0,36.0,"30-39","central Bohemia",63.0,29.0,8.0,6.0,0.674,9753.0,0.109,0.41000000000000014,0.004323083799777174
38.0,5212.0,1256.0,71064.0,36.0,1974.0,1.0,38.0,"monthly issuance",1516.0,1516.0,"False",38.0,"Female",31397.0,7003.0,49.0,"40-49","north Bohemia",41.0,23.0,6.0,4.0,0.598,8965.0,0.104,1.1500000000000004,0.001968503937007874
