status,loan_id,account_id,loan_amount,loan_duration,loan_payments,account_district_id,account_frequency,disp_id,client_id,has_disponent,client_district_id,gender,last_balance,mean_balance,min_balance,monthly_diff,code,region,no. of municipalities with inhabitants < 499,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants > 2000,no. of cities ,ratio of urban inhabitants,average salary,ratio enterpreneurs,unemploymant rate growth,crime rate growth,has_card,age_on_loan_request,age_on_loan_request_disc
,5384,2142,23328,12,1944,42,monthly issuance,2590,2590,True,42,Female,27807.9,40311.63703703704,1000.0,6763,42,east Bohemia,87,25,7,7,0.591,8388,0.087,0.5299999999999998,0.0001042676759777,False,33,30-39
,6859,9167,272220,60,4537,56,monthly issuance,10978,11286,False,56,Female,37464.6,39041.91875,500.0,5855,56,south Moravia,11,42,15,8,0.46,8772,0.126,0.29,0.002439709481963,False,57,50-59
,5772,3906,334620,60,5577,52,monthly issuance,4710,4710,True,52,Female,49944.1,64863.95428571428,1100.0,-29312,52,east Bohemia,59,41,11,10,0.619,8363,0.108,0.9700000000000002,0.0016905015394354,False,37,30-39
,5665,3390,40632,12,3386,12,weekly issuance,4099,4099,False,12,Female,50935.1,48478.59067796608,1100.0,-15925,12,central Bohemia,84,29,7,6,0.58,8754,0.137,0.4799999999999995,0.0005933067581347,False,53,50-59
,6495,7274,49044,12,4087,11,monthly issuance,8777,8777,False,11,Female,25180.7,49296.52272727271,400.0,5731,11,central Bohemia,35,36,9,7,0.365,9622,0.154,0.1399999999999999,0.0007139363010166,False,45,40-49
,5061,440,84288,48,1756,29,monthly issuance,530,530,False,29,Female,39526.2,25727.382352941186,500.0,6518,29,west Bohemia,52,10,6,6,0.556,8843,0.113,0.7800000000000002,0.0015312595703723,False,40,40-49
,6948,9560,157068,36,4363,1,monthly issuance,11460,11768,False,1,Female,38635.4,38742.92380952381,400.0,4829,1,Prague,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,False,27,21-29
,5773,3907,133848,24,5577,37,monthly issuance,4712,4712,False,37,Female,20985.9,42220.02946428572,600.0,434,37,north Bohemia,71,26,8,9,0.623,9065,0.123,0.9299999999999996,0.0001666578951984,False,38,30-39
,6052,5164,22356,36,621,5,monthly issuance,6235,6235,False,5,Male,17213.5,25150.975925925926,6392.0,4276,5,central Bohemia,65,30,5,6,0.514,9307,0.118,0.5799999999999996,0.0044344042838018,False,58,50-59
,6682,8225,36204,12,3017,50,monthly issuance,9851,10159,False,50,Male,2830.7,31916.898260869573,-214.8,-19623,50,east Bohemia,75,33,5,6,0.52,8187,0.094,0.6200000000000001,0.0001072030718552,False,60,60-69
,6083,5305,240528,48,5011,47,monthly issuance,6408,6408,False,47,Male,10421.7,41135.01098901099,600.0,-30309,47,east Bohemia,83,26,6,6,0.728,9538,0.111,0.3,-0.0041148972813384,False,42,40-49
,6962,9646,279072,48,5814,1,weekly issuance,11566,11874,True,1,Male,21498.3,43095.51162790696,300.0,1023,1,Prague,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,False,29,21-29
,5158,1004,188532,36,5237,70,monthly issuance,1208,1208,False,70,Female,22144.8,64193.40472972973,200.0,1054,70,north Moravia,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084,False,23,21-29
,6464,7156,49488,24,2062,71,monthly issuance,8636,8636,False,71,Female,59456.1,50541.553125,300.0,-14504,71,north Moravia,5,35,15,10,0.6970000000000001,8678,0.102,-0.3599999999999994,-0.0023879375042641,True,56,50-59
,5172,1083,50976,36,1416,45,monthly issuance,1300,1300,False,45,Male,21313.1,28050.29918699187,400.0,6581,45,east Bohemia,85,19,7,5,0.535,8390,0.132,0.6100000000000003,0.0005390351271224,False,18,0-19
,5582,2982,41256,12,3438,19,monthly issuance,3601,3601,True,19,Male,79902.5,63500.406976744176,900.0,-42450,19,south Bohemia,50,11,4,4,0.527,8402,0.12,0.8500000000000001,0.0019444660496227,True,60,60-69
,6136,5572,140880,60,2348,15,monthly issuance,6729,6729,False,15,Male,13759.2,45160.51162790698,800.0,6557,15,south Bohemia,22,16,8,5,0.519,9045,0.124,0.4700000000000002,0.0005782706306551,False,40,40-49
,6235,6062,321360,60,5356,24,monthly issuance,7325,7325,False,24,Male,51923.7,52905.40714285715,700.0,-29099,24,west Bohemia,25,21,8,8,0.8,8991,0.128,0.6199999999999999,0.0006117305449295,False,23,21-29
,6508,7437,110736,48,2307,19,weekly issuance,8909,9217,False,19,Female,34595.1,30696.238181818197,13026.6,-7469,19,south Bohemia,50,11,4,4,0.527,8402,0.12,0.8500000000000001,0.0019444660496227,False,58,50-59
,4968,38,110736,48,2307,19,weekly issuance,46,46,False,19,Female,37416.7,31383.449090909085,13841.0,-7155,19,south Bohemia,50,11,4,4,0.527,8402,0.12,0.8500000000000001,0.0019444660496227,False,58,50-59
,6632,7990,144960,48,3020,9,monthly issuance,9564,9872,False,9,Female,29245.0,64162.669178082186,700.0,7546,9,central Bohemia,61,23,6,6,0.5529999999999999,8899,0.149,0.5800000000000001,-0.0061467348544453,False,31,30-39
,7195,10774,339168,48,7066,46,monthly issuance,12938,13246,False,46,Female,28677.8,28634.139215686275,1000.0,5104,46,east Bohemia,48,20,10,10,0.735,8369,0.117,0.52,-0.0020938877995546,False,56,50-59
,5525,2720,93888,36,2608,2,weekly issuance,3284,3284,True,2,Male,75158.7,69554.29230769232,200.0,15771,2,central Bohemia,80,26,8,5,0.467,8507,0.132,0.1800000000000001,0.005794068673777,False,62,60-69
,6320,6495,104964,12,8747,6,monthly issuance,7843,7843,False,6,Male,32793.3,41026.3314516129,500.0,8528,6,central Bohemia,60,23,6,4,0.515,8546,0.126,1.0699999999999994,0.0061567666713697,False,32,30-39
,6766,8784,74352,24,3098,1,monthly issuance,10520,10828,False,1,Female,52767.8,45497.74206349206,1100.0,-31799,1,Prague,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,False,40,40-49
,6872,9227,191580,60,3193,51,monthly issuance,11054,11362,False,51,Female,17266.7,18241.44,900.0,3860,51,east Bohemia,37,28,10,11,0.705,8541,0.131,0.4600000000000004,0.0028126973193272,False,32,30-39
,5906,4533,81144,36,2254,68,monthly issuance,5468,5468,False,68,Female,90314.9,67815.17450980392,200.0,10804,68,north Moravia,15,40,20,6,0.5720000000000001,9893,0.096,0.6299999999999999,0.0011536041389918,False,54,50-59
,7172,10652,45720,12,3810,1,monthly issuance,12790,13098,False,1,Female,29123.4,41690.6,700.0,-25715,1,Prague,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,False,19,0-19
,6571,7733,140064,24,5836,19,weekly issuance,9261,9569,False,19,Female,73904.0,66051.94507042253,200.0,-42350,19,south Bohemia,50,11,4,4,0.527,8402,0.12,0.8500000000000001,0.0019444660496227,False,48,40-49
,5616,3143,130896,24,5454,38,monthly issuance,3800,3800,True,38,Female,43648.0,31685.09911504425,300.0,5593,38,north Bohemia,41,23,6,4,0.598,8965,0.104,1.1500000000000004,0.0019685039370078,False,44,40-49
,6312,6453,10944,36,304,34,monthly issuance,7787,7787,False,34,Male,29034.9,22935.07212121212,300.0,3569,34,north Bohemia,28,11,5,5,0.877,9675,0.1,1.25,-0.0010619949535277,False,47,40-49
,6470,7181,49872,12,4156,77,issuance after transaction,8667,8667,False,77,Female,76514.2,50265.36186046512,600.0,8787,77,north Moravia,8,35,15,4,0.535,8909,0.113,1.5499999999999998,0.0008751556767309,False,31,30-39
,5147,938,22260,60,371,70,monthly issuance,1130,1130,False,70,Female,31277.6,23066.61333333333,700.0,6255,70,north Moravia,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084,False,57,50-59
,5501,2622,136344,24,5681,1,monthly issuance,3163,3163,True,1,Female,39847.5,31673.896923076925,300.0,7618,1,Prague,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,False,34,30-39
,6436,7049,495180,60,8253,69,monthly issuance,8506,8506,False,69,Female,34235.5,44813.422580645165,600.0,-42144,69,north Moravia,4,13,6,3,0.484,8173,0.124,1.0602370158708665,-0.0051739073122651,False,18,0-19
,5699,3562,174960,24,7290,50,monthly issuance,4299,4299,False,50,Female,71242.6,58926.4111888112,1000.0,3097,50,east Bohemia,75,33,5,6,0.52,8187,0.094,0.6200000000000001,0.0001072030718552,False,21,21-29
,5313,1776,43200,24,1800,36,monthly issuance,2153,2153,False,36,Female,37619.2,36159.70555555556,400.0,6616,36,north Bohemia,29,19,9,9,0.852,9198,0.131,0.9500000000000002,0.0021050389369553,False,49,40-49
,6234,6061,5148,12,429,1,monthly issuance,7324,7324,False,1,Female,49297.2,43197.28125,1000.0,8999,1,Prague,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,False,35,30-39
,6569,7721,45456,12,3788,13,monthly issuance,9247,9555,False,13,Female,57100.5,39247.3875,1000.0,-18572,13,central Bohemia,61,22,2,2,0.413,8598,0.123,0.4899999999999997,0.0051556907327386,False,51,50-59
,7202,10812,140688,48,2931,16,monthly issuance,12982,13290,True,16,Male,38199.7,54575.39882352942,300.0,1899,16,south Bohemia,74,21,11,8,0.569,8427,0.107,0.4199999999999999,0.0004151983903077,False,57,50-59
,5683,3460,140688,48,2931,16,monthly issuance,4182,4182,True,16,Male,26863.5,57514.34705882353,300.0,2066,16,south Bohemia,74,21,11,8,0.569,8427,0.107,0.4199999999999999,0.0004151983903077,False,57,50-59
,5034,303,112752,36,3132,71,monthly issuance,370,370,False,71,Female,48916.6,44659.649612403104,900.0,5335,71,north Moravia,5,35,15,10,0.6970000000000001,8678,0.102,-0.3599999999999994,-0.0023879375042641,False,42,40-49
,5435,2279,314688,48,6556,2,weekly issuance,2759,2759,False,2,Male,43140.7,53094.364485981314,600.0,-40173,2,central Bohemia,80,26,8,5,0.467,8507,0.132,0.1800000000000001,0.005794068673777,True,24,21-29
,5815,4116,151200,36,4200,6,monthly issuance,4956,4956,False,6,Male,59126.9,66345.6825,1000.0,11002,6,central Bohemia,60,23,6,4,0.515,8546,0.126,1.0699999999999994,0.0061567666713697,False,52,50-59
,5589,3005,390000,48,8125,42,issuance after transaction,3629,3629,False,42,Male,23199.6,48798.69772727273,600.0,3937,42,east Bohemia,87,25,7,7,0.591,8388,0.087,0.5299999999999998,0.0001042676759777,False,50,50-59
,6746,8639,185640,60,3094,46,monthly issuance,10346,10654,False,46,Female,21519.2,29159.44181818182,400.0,-15481,46,east Bohemia,48,20,10,10,0.735,8369,0.117,0.52,-0.0020938877995546,False,36,30-39
,6790,8919,76104,24,3171,62,monthly issuance,10679,10987,True,62,Female,27476.0,20237.19259259259,1000.0,3944,62,south Moravia,22,41,15,5,0.407,8544,0.109,0.5700000000000001,0.0012835648783702,False,37,30-39
,6857,9159,69600,48,1450,64,monthly issuance,10966,11274,True,64,Male,71208.5,40349.88486238533,700.0,10362,64,south Moravia,29,41,12,10,0.747,9624,0.145,0.71,-0.001111116748436,False,29,21-29
,6450,7099,234336,48,4882,1,monthly issuance,8568,8568,False,1,Female,66284.9,42818.50295857989,1000.0,-19238,1,Prague,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,False,27,21-29
,7221,10915,152460,60,2541,25,weekly issuance,13109,13417,False,25,Female,9641.6,20874.116101694926,600.0,-6972,25,west Bohemia,60,33,5,10,0.617,8554,0.113,0.2099999999999999,0.004461619928569,False,47,40-49
,5527,2728,156420,60,2607,52,weekly issuance,3294,3294,False,52,Male,22039.7,49909.155555555575,400.0,8382,52,east Bohemia,59,41,11,10,0.619,8363,0.108,0.9700000000000002,0.0016905015394354,False,41,40-49
,5620,3161,30012,12,2501,48,monthly issuance,3822,3822,False,48,Male,94720.3,46609.34854368932,700.0,4305,48,east Bohemia,50,24,9,9,0.59,9060,0.124,0.6599999999999999,0.0007852574251155,False,45,40-49
,6215,5944,78720,48,1640,27,monthly issuance,7186,7186,False,27,Female,66220.2,45921.198591549306,1000.0,7976,27,west Bohemia,71,19,10,7,0.4379999999999999,8561,0.11,0.64,0.0014562096941959,False,54,50-59
,7167,10644,269964,36,7499,16,monthly issuance,12781,13089,False,16,Female,66463.8,61366.869333333336,400.0,-35834,16,south Bohemia,74,21,11,8,0.569,8427,0.107,0.4199999999999999,0.0004151983903077,True,19,0-19
,5823,4144,212976,36,5916,1,monthly issuance,4993,4993,True,1,Female,53222.2,49635.71543624161,1100.0,9580,1,Prague,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,False,25,21-29
,6207,5912,184620,60,3077,45,monthly issuance,7150,7150,False,45,Female,39023.4,34785.53451327434,1100.0,-10971,45,east Bohemia,85,19,7,5,0.535,8390,0.132,0.6100000000000003,0.0005390351271224,False,35,30-39
,6932,9491,225504,48,4698,7,weekly issuance,11375,11683,False,7,Male,98236.7,57411.60828729282,800.0,-37146,7,central Bohemia,38,28,4,6,0.634,9920,0.13,0.6100000000000003,0.0058801794668778,True,18,0-19
,5669,3403,71820,36,1995,63,monthly issuance,4114,4114,False,63,Male,42629.7,54293.5924050633,700.0,3279,63,south Moravia,38,36,6,5,0.505,8288,0.11,0.7299999999999995,-0.0011790135586559,False,34,30-39
,5154,993,108720,60,1812,6,monthly issuance,1197,1197,False,6,Female,41338.5,50883.196875,1000.0,2066,6,central Bohemia,60,23,6,4,0.515,8546,0.126,1.0699999999999994,0.0061567666713697,False,32,30-39
,7168,10645,208332,36,5787,2,monthly issuance,12782,13090,False,2,Female,27297.3,64087.07016129033,500.0,-46364,2,central Bohemia,80,26,8,5,0.467,8507,0.132,0.1800000000000001,0.005794068673777,False,18,0-19
,5585,2988,88608,12,7384,66,issuance after transaction,3608,3608,True,66,Male,28833.5,51249.12985074627,900.0,1373,66,south Moravia,151,41,5,5,0.483,8512,0.102,0.6100000000000003,-0.0011443829868395,False,51,50-59
,7200,10799,31140,60,519,76,monthly issuance,12968,13276,False,76,Male,36627.3,28375.804,800.0,3329,76,north Moravia,31,32,15,7,0.512,8369,0.107,1.1499999999999997,-0.0072937684993993,False,21,21-29
,6539,7559,12792,12,1066,56,monthly issuance,9054,9362,False,56,Female,38120.5,28534.93717948718,900.0,5366,56,south Moravia,11,42,15,8,0.46,8772,0.126,0.29,0.002439709481963,False,25,21-29
,5774,3916,96984,36,2694,8,monthly issuance,4722,4722,False,8,Male,13446.7,21298.779999999995,800.0,-7961,8,central Bohemia,95,19,8,8,0.6940000000000001,11277,0.127,0.1899999999999999,-0.0017132913933877,False,26,21-29
,6357,6706,64860,60,1081,38,monthly issuance,8096,8096,False,38,Female,54222.1,44890.03333333333,200.0,5409,38,north Bohemia,41,23,6,4,0.598,8965,0.104,1.1500000000000004,0.0019685039370078,False,19,0-19
,5042,330,331584,48,6908,42,monthly issuance,403,403,True,42,Female,55494.8,42007.366336633655,400.0,2774,42,east Bohemia,87,25,7,7,0.591,8388,0.087,0.5299999999999998,0.0001042676759777,False,25,21-29
,5015,226,109344,12,9112,70,monthly issuance,272,272,False,70,Female,66657.0,48376.25806451612,1000.0,10748,70,north Moravia,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084,True,54,50-59
,5354,2000,290820,60,4847,5,monthly issuance,2430,2430,False,5,Male,53388.9,44617.080952380944,900.0,6701,5,central Bohemia,65,30,5,6,0.514,9307,0.118,0.5799999999999996,0.0044344042838018,False,61,60-69
,6054,5180,58764,12,4897,54,monthly issuance,6255,6255,True,54,Female,55172.0,32543.264705882357,700.0,3245,54,south Moravia,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,False,53,50-59
,7295,11328,280440,60,4674,54,monthly issuance,13616,13924,False,54,Female,31303.2,38619.10283018868,1000.0,1490,54,south Moravia,0,0,1,1,1.0,9897,0.14,0.3599999999999999,-6.450447661067678e-05,False,46,40-49
,5365,2055,271260,60,4521,37,monthly issuance,2494,2494,False,37,Male,11584.9,14873.37808219178,700.0,5334,37,north Bohemia,71,26,8,9,0.623,9065,0.123,0.9299999999999996,0.0001666578951984,False,28,21-29
,6755,8713,170700,60,2845,53,monthly issuance,10438,10746,False,53,Male,27372.9,28620.3978021978,400.0,-16943,53,south Moravia,88,33,8,7,0.509,8240,0.099,1.0300000000000002,0.0004911454809982,False,27,21-29
,5991,4858,335184,48,6983,67,monthly issuance,5866,5866,False,67,Female,16401.1,38710.01136363636,-6652.7,-43861,67,north Moravia,38,25,8,6,0.631,8110,0.109,0.7800000000000002,-0.0015558111905255,False,20,21-29
,7035,10005,210744,36,5854,64,monthly issuance,12000,12308,False,64,Male,31772.1,51175.19230769232,200.0,-30968,64,south Moravia,29,41,12,10,0.747,9624,0.145,0.71,-0.001111116748436,False,20,21-29
,5893,4467,86184,36,2394,17,weekly issuance,5389,5389,False,17,Male,28804.1,28459.645238095247,300.0,-10781,17,south Bohemia,99,15,6,7,0.614,8114,0.119,0.2400000000000002,0.0024033917528557,False,30,30-39
,7164,10613,249792,48,5204,55,monthly issuance,12743,13051,False,55,Male,70038.5,58128.03111111111,700.0,-27343,55,south Moravia,49,70,18,9,0.3389999999999999,8743,0.111,0.5500000000000003,0.0014964149717909,False,34,30-39
,5304,1718,172272,24,7178,71,monthly issuance,2083,2083,False,71,Male,72563.9,61146.52363636364,300.0,-33439,71,north Moravia,5,35,15,10,0.6970000000000001,8678,0.102,-0.3599999999999994,-0.0023879375042641,False,55,50-59
,5561,2910,437460,60,7291,68,monthly issuance,3517,3517,False,68,Female,34015.2,48935.435849056616,900.0,-37504,68,north Moravia,15,40,20,6,0.5720000000000001,9893,0.096,0.6299999999999999,0.0011536041389918,False,45,40-49
,5520,2699,231168,48,4816,73,monthly issuance,3257,3257,False,73,Female,45405.1,54598.838888888895,300.0,-42692,73,north Moravia,17,49,14,7,0.564,8746,0.09,0.4100000000000001,0.0004285078587242,True,20,21-29
,5241,1389,125472,24,5228,34,monthly issuance,1681,1681,False,34,Male,17273.4,48989.18247422681,800.0,6723,34,north Bohemia,28,11,5,5,0.877,9675,0.1,1.25,-0.0010619949535277,False,58,50-59
,7096,10257,37812,12,3151,27,monthly issuance,12308,12616,False,27,Female,67407.8,54062.079230769225,900.0,16154,27,west Bohemia,71,19,10,7,0.4379999999999999,8561,0.11,0.64,0.0014562096941959,False,34,30-39
,6078,5283,170832,48,3559,15,monthly issuance,6383,6383,False,15,Male,52125.4,65037.92923076924,700.0,-35249,15,south Bohemia,22,16,8,5,0.519,9045,0.124,0.4700000000000002,0.0005782706306551,False,29,21-29
,5046,349,42816,12,3568,72,monthly issuance,426,426,True,72,Male,18696.6,17076.756470588236,1100.0,4353,72,north Moravia,32,50,11,4,0.626,8994,0.11,0.9900000000000002,-0.0020519896339144,False,61,60-69
,5334,1876,209040,24,8710,1,monthly issuance,2277,2277,False,1,Male,57504.2,44982.42272727273,900.0,6572,1,Prague,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,False,19,0-19
,6969,9673,88200,36,2450,76,monthly issuance,11598,11906,True,76,Male,56477.5,37386.856043956046,1100.0,-9786,76,north Moravia,31,32,15,7,0.512,8369,0.107,1.1499999999999997,-0.0072937684993993,False,54,50-59
,6821,9037,321936,48,6707,1,monthly issuance,10822,11130,True,1,Female,62516.8,32014.60280898876,400.0,8547,1,Prague,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,False,37,30-39
,5760,3862,74916,36,2081,1,monthly issuance,4656,4656,False,1,Male,43455.2,56133.6526627219,600.0,10731,1,Prague,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,False,56,50-59
,5614,3137,253560,60,4226,39,monthly issuance,3793,3793,False,39,Female,36718.7,39822.71111111111,900.0,-24266,39,north Bohemia,17,4,5,4,0.899,10446,0.09,2.0600000000000005,-0.0017014888027023,False,47,40-49
,7091,10243,113436,36,3151,44,monthly issuance,12291,12599,False,44,Male,110482.6,68510.41730769232,200.0,8498,44,east Bohemia,77,26,9,7,0.53,8254,0.097,0.9699999999999998,0.001505596272939,False,43,40-49
,5698,3556,174840,60,2914,58,monthly issuance,4291,4291,False,58,Female,27706.0,34822.46896551725,1100.0,-13079,58,south Moravia,98,16,7,4,0.636,8757,0.096,0.5700000000000003,0.0023725770400498,False,47,40-49
,5169,1068,253200,60,4220,52,monthly issuance,1282,1282,False,52,Male,48603.2,34086.20895522388,1000.0,8911,52,east Bohemia,59,41,11,10,0.619,8363,0.108,0.9700000000000002,0.0016905015394354,False,62,60-69
,7294,11327,39168,24,1632,7,monthly issuance,13615,13923,False,7,Female,62119.2,55438.85185185187,300.0,7661,7,central Bohemia,38,28,4,6,0.634,9920,0.13,0.6100000000000003,0.0058801794668778,False,20,21-29
,5318,1808,385584,48,8033,28,monthly issuance,2190,2190,True,28,Male,18109.0,69656.36923076924,400.0,1065,28,west Bohemia,66,26,10,8,0.369,8594,0.112,0.3899999999999997,-0.0007581919190526,False,24,21-29
,5368,2073,44640,24,1860,59,monthly issuance,2514,2514,False,59,Male,39246.8,41154.27910447762,600.0,2803,59,south Moravia,41,29,9,6,0.621,8444,0.106,0.2299999999999999,-0.0026637029144583,False,42,40-49
,6923,9433,44640,24,1860,59,monthly issuance,11301,11609,False,59,Male,38043.6,41961.44925373135,600.0,2717,59,south Moravia,41,29,9,6,0.621,8444,0.106,0.2299999999999999,-0.0026637029144583,False,42,40-49
,5463,2413,17952,12,1496,33,monthly issuance,2915,2915,False,33,Female,31076.0,28597.88620689655,500.0,6349,33,north Bohemia,24,17,10,11,0.847,8705,0.116,1.8600000000000003,0.0015623014419519,False,45,40-49
,5265,1498,165780,60,2763,62,weekly issuance,1816,1816,False,62,Male,43363.9,45342.20442477876,413.3,2168,62,south Moravia,22,41,15,5,0.407,8544,0.109,0.5700000000000001,0.0012835648783702,False,47,40-49
,6321,6505,38496,12,3208,7,monthly issuance,7855,7855,False,7,Female,92223.4,42732.3361111111,800.0,7094,7,central Bohemia,38,28,4,6,0.634,9920,0.13,0.6100000000000003,0.0058801794668778,True,35,30-39
,5226,1318,185544,36,5154,56,monthly issuance,1594,1594,False,56,Male,13694.4,27729.91714285715,200.0,3807,56,south Moravia,11,42,15,8,0.46,8772,0.126,0.29,0.002439709481963,False,59,50-59
,6868,9208,82128,24,3422,29,monthly issuance,11029,11337,False,29,Male,37167.7,33221.211570247935,871.3,-20154,29,west Bohemia,52,10,6,6,0.556,8843,0.113,0.7800000000000002,0.0015312595703723,False,30,30-39
,4967,37,318480,60,5308,20,monthly issuance,45,45,False,20,Male,16367.8,39953.97068965517,-1011.2,5453,20,south Bohemia,94,14,4,4,0.584,8547,0.12,0.9900000000000002,-0.000297256744897,False,46,40-49
,5293,1656,189792,48,3954,47,monthly issuance,2008,2008,False,47,Male,37600.4,34760.228906250006,500.0,-14401,47,east Bohemia,83,26,6,6,0.728,9538,0.111,0.3,-0.0041148972813384,False,58,50-59
,5865,4354,327660,60,5461,38,monthly issuance,5245,5245,False,38,Female,59536.5,49281.73888888889,1000.0,12563,38,north Bohemia,41,23,6,4,0.598,8965,0.104,1.1500000000000004,0.0019685039370078,False,57,50-59
,5841,4268,41988,12,3499,77,monthly issuance,5143,5143,True,77,Male,57965.7,37122.396124031,200.0,7506,77,north Moravia,8,35,15,4,0.535,8909,0.113,1.5499999999999998,0.0008751556767309,False,26,21-29
,5526,2725,69624,36,1934,52,monthly issuance,3291,3291,False,52,Male,49870.2,49145.707586206896,1100.0,5539,52,east Bohemia,59,41,11,10,0.619,8363,0.108,0.9700000000000002,0.0016905015394354,True,52,50-59
,6852,9140,16032,48,334,32,monthly issuance,10944,11252,False,32,Female,30634.0,23124.206611570247,500.0,8272,32,north Bohemia,32,19,9,10,0.81,9272,0.118,0.4200000000000004,0.0015705610234346,False,33,30-39
,6469,7180,99744,24,4156,7,weekly issuance,8666,8666,False,7,Female,71878.9,40126.96862745097,700.0,-15103,7,central Bohemia,38,28,4,6,0.634,9920,0.13,0.6100000000000003,0.0058801794668778,False,27,21-29
,6168,5698,99216,36,2756,1,monthly issuance,6892,6892,True,1,Female,30810.9,57018.617441860486,300.0,8126,1,Prague,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,False,48,40-49
,7292,11317,317460,60,5291,50,monthly issuance,13604,13912,False,50,Male,76508.5,64978.0724137931,700.0,9962,50,east Bohemia,75,33,5,6,0.52,8187,0.094,0.6200000000000001,0.0001072030718552,False,23,21-29
,5036,309,91248,48,1901,14,monthly issuance,376,376,False,14,Female,14866.7,30173.12424242425,900.0,782,14,south Bohemia,69,27,11,9,0.748,10045,0.135,0.29,-0.0017390227705052,False,26,21-29
,5644,3293,276084,36,7669,1,monthly issuance,3984,3984,False,1,Female,57631.4,58466.19366197185,1100.0,-42429,1,Prague,0,0,1,1,1.0,12541,0.167,0.14,0.0111456629428699,True,35,30-39
,6856,9156,163332,36,4537,18,monthly issuance,10963,11271,False,18,Male,17621.0,29463.690909090907,600.0,1174,18,south Bohemia,60,13,3,4,0.653,8968,0.131,0.52,0.0024045601776545,False,61,60-69
,5428,2262,230220,36,6395,13,monthly issuance,2739,2739,False,13,Male,94156.9,64923.162745098045,200.0,2157,13,central Bohemia,61,22,2,2,0.413,8598,0.123,0.4899999999999997,0.0051556907327386,True,49,40-49
,5027,276,160920,36,4470,38,monthly issuance,333,333,False,38,Male,48339.6,51649.398305084746,700.0,-21990,38,north Bohemia,41,23,6,4,0.598,8965,0.104,1.1500000000000004,0.0019685039370078,True,27,21-29
,4989,105,352704,48,7348,21,monthly issuance,127,127,False,21,Female,30175.3,30797.4875,800.0,1775,21,south Bohemia,87,16,8,7,0.67,9104,0.123,0.5599999999999998,0.0005321876784038,True,48,40-49
,5221,1284,52512,12,4376,55,monthly issuance,1554,1554,False,55,Male,41050.0,59684.29885057472,1000.0,2413,55,south Moravia,49,70,18,9,0.3389999999999999,8743,0.111,0.5500000000000003,0.0014964149717909,False,54,50-59
,6402,6922,139488,24,5812,3,weekly issuance,8356,8356,False,3,Male,47956.3,46755.30576923078,1100.0,-33263,3,central Bohemia,55,26,5,5,0.417,8980,0.111,0.26,-0.0001462143768609,False,29,21-29
,5346,1928,55632,24,2318,70,monthly issuance,2342,2342,False,70,Male,38463.8,29645.320175438595,500.0,-13067,70,north Moravia,0,2,13,7,0.899,10177,0.081,1.12,0.0008059231850084,False,50,50-59
,6748,8645,240900,60,4015,60,monthly issuance,10354,10662,False,60,Female,19813.8,26268.19,700.0,7542,60,south Moravia,49,41,5,4,0.519,8441,0.115,1.0300000000000002,0.0033712028777238,False,49,40-49
